test model relativeRisk haplotypeLength recFrac Holdout_mTDT2G_useDistances_01 Holdout_mTDT2G_useDistances_05 Holdout_mTDT2G_useDistances_001 Holdout_mTDT2G_useDistances_005 Holdout_ScoreTDT_01 Holdout_ScoreTDT_05 Holdout_ScoreTDT_001 Holdout_ScoreTDT_005 Holdout_mTDT_01 Holdout_mTDT_05 Holdout_mTDT_001 Holdout_mTDT_005 
PowerOneLocus Additive 2.0 1 0.0000500 0.1 0.18 0.03 0.06 0.11 0.19 0.03 0.06 0.11 0.19 0.03 0.06
PowerOneLocus Additive 2.0 1 0.0001000 0.02 0.1 0 0.01 0.02 0.1 0 0.01 0.02 0.1 0 0.01
PowerOneLocus Additive 2.0 1 0.0001500 0.02 0.1 0 0.01 0.02 0.1 0 0.01 0.02 0.1 0 0.01
PowerOneLocus Additive 2.0 1 0.0002000 0.06 0.16 0.03 0.05 0.06 0.16 0.03 0.05 0.06 0.16 0.03 0.05
PowerOneLocus Additive 2.4 1 0.0000000 0.27 0.37 0.21 0.25 0.27 0.37 0.21 0.25 0.27 0.37 0.21 0.25
PowerOneLocus Additive 2.4 1 0.0000500 0.13 0.2 0.07 0.11 0.13 0.2 0.07 0.11 0.13 0.2 0.07 0.11
PowerOneLocus Additive 2.4 1 0.0001000 0.02 0.07 0.02 0.02 0.02 0.07 0.02 0.02 0.02 0.07 0.02 0.02
PowerOneLocus Additive 2.4 1 0.0001500 0.06 0.11 0.01 0.05 0.06 0.11 0.01 0.05 0.06 0.11 0.01 0.05
PowerOneLocus Additive 2.4 1 0.0002000 0.04 0.15 0.03 0.04 0.04 0.15 0.03 0.04 0.04 0.15 0.03 0.04
PowerOneLocus Additive 2.6 1 0.0000000 0.3 0.38 0.21 0.26 0.3 0.38 0.21 0.26 0.3 0.38 0.21 0.26
PowerOneLocus Additive 2.6 1 0.0000500 0.15 0.21 0.05 0.11 0.16 0.22 0.06 0.12 0.16 0.22 0.06 0.12
PowerOneLocus Additive 2.6 1 0.0001000 0.06 0.16 0 0.04 0.06 0.16 0 0.04 0.06 0.16 0 0.04
PowerOneLocus Additive 2.6 1 0.0001500 0.05 0.13 0.03 0.04 0.05 0.14 0.03 0.04 0.05 0.14 0.03 0.04
PowerOneLocus Additive 2.6 1 0.0002000 0.08 0.19 0.03 0.05 0.08 0.19 0.03 0.05 0.08 0.19 0.03 0.05
PowerOneLocus DomOrDom 1.2 1 0.0000000 0.23 0.3 0.14 0.2 0.23 0.3 0.14 0.2 0.23 0.3 0.14 0.2
PowerOneLocus DomOrDom 1.2 1 0.0000500 0.06 0.19 0.03 0.04 0.06 0.19 0.03 0.04 0.06 0.19 0.03 0.04
PowerOneLocus DomOrDom 1.2 1 0.0001000 0 0.06 0 0 0 0.06 0 0 0 0.06 0 0
PowerOneLocus DomOrDom 1.2 1 0.0001500 0.03 0.07 0 0.02 0.03 0.08 0 0.02 0.03 0.08 0 0.02
PowerOneLocus DomOrDom 1.2 1 0.0002000 0.05 0.12 0.02 0.03 0.05 0.12 0.02 0.03 0.05 0.12 0.02 0.03
PowerOneLocus DomOrDom 1.6 1 0.0000000 0.23 0.31 0.18 0.22 0.23 0.31 0.18 0.22 0.23 0.31 0.18 0.22
PowerOneLocus DomOrDom 1.6 1 0.0000500 0.05 0.19 0.03 0.04 0.05 0.2 0.03 0.04 0.05 0.2 0.03 0.04
PowerOneLocus DomOrDom 1.6 1 0.0001000 0.02 0.09 0.01 0.02 0.02 0.09 0.01 0.02 0.02 0.09 0.01 0.02
PowerOneLocus DomOrDom 1.6 1 0.0001500 0.04 0.12 0 0.01 0.04 0.12 0 0.01 0.04 0.12 0 0.01
PowerOneLocus DomOrDom 1.6 1 0.0002000 0.06 0.16 0.02 0.04 0.06 0.16 0.02 0.04 0.06 0.16 0.02 0.04
PowerOneLocus DomOrDom 2.0 1 0.0000000 0.28 0.37 0.19 0.23 0.28 0.37 0.19 0.23 0.28 0.37 0.19 0.23
PowerOneLocus DomOrDom 2.0 1 0.0000500 0.09 0.19 0.05 0.07 0.1 0.21 0.05 0.07 0.1 0.21 0.05 0.07
PowerOneLocus DomOrDom 2.0 1 0.0001000 0.03 0.08 0.02 0.02 0.03 0.08 0.02 0.02 0.03 0.08 0.02 0.02
PowerOneLocus DomOrDom 2.0 1 0.0001500 0.03 0.11 0.02 0.03 0.03 0.11 0.02 0.03 0.03 0.11 0.02 0.03
PowerOneLocus DomOrDom 2.0 1 0.0002000 0.06 0.14 0.05 0.06 0.06 0.14 0.05 0.06 0.06 0.14 0.05 0.06
PowerOneLocus DomOrDom 2.4 1 0.0000000 0.26 0.41 0.23 0.25 0.26 0.41 0.23 0.25 0.26 0.41 0.23 0.25
PowerOneLocus DomOrDom 2.4 1 0.0000500 0.17 0.25 0.05 0.14 0.17 0.25 0.05 0.14 0.17 0.25 0.05 0.14
PowerOneLocus DomOrDom 2.4 1 0.0001000 0.02 0.07 0.02 0.02 0.02 0.07 0.02 0.02 0.02 0.07 0.02 0.02
PowerOneLocus DomOrDom 2.4 1 0.0001500 0.05 0.13 0.01 0.03 0.05 0.13 0.01 0.03 0.05 0.13 0.01 0.03
PowerOneLocus DomOrDom 2.4 1 0.0002000 0.06 0.12 0.04 0.04 0.06 0.12 0.04 0.04 0.06 0.12 0.04 0.04
PowerOneLocus DomOrDom 2.6 1 0.0000000 0.3 0.36 0.25 0.29 0.3 0.36 0.25 0.29 0.3 0.36 0.25 0.29
PowerOneLocus DomOrDom 2.6 1 0.0000500 0.11 0.25 0.05 0.08 0.11 0.26 0.05 0.08 0.11 0.26 0.05 0.08
PowerOneLocus DomOrDom 2.6 1 0.0001000 0.02 0.12 0.02 0.02 0.02 0.13 0.02 0.02 0.02 0.13 0.02 0.02
PowerOneLocus DomOrDom 2.6 1 0.0001500 0.06 0.12 0.03 0.06 0.06 0.12 0.03 0.06 0.06 0.12 0.03 0.06
PowerOneLocus DomOrDom 2.6 1 0.0002000 0.09 0.12 0.04 0.07 0.09 0.12 0.04 0.07 0.09 0.12 0.04 0.07
PowerOneLocus RecOrRec 1.2 1 0.0000000 0.18 0.27 0.15 0.18 0.18 0.27 0.15 0.18 0.18 0.27 0.15 0.18
PowerOneLocus RecOrRec 1.2 1 0.0000500 0.08 0.12 0.04 0.06 0.08 0.12 0.04 0.06 0.08 0.12 0.04 0.06
PowerOneLocus RecOrRec 1.2 1 0.0001000 0.02 0.14 0 0.02 0.02 0.14 0 0.02 0.02 0.14 0 0.02
PowerOneLocus RecOrRec 1.2 1 0.0001500 0.02 0.05 0 0.01 0.02 0.05 0 0.01 0.02 0.05 0 0.01
PowerOneLocus RecOrRec 1.2 1 0.0002000 0.03 0.1 0.02 0.03 0.03 0.1 0.02 0.03 0.03 0.1 0.02 0.03
PowerOneLocus RecOrRec 1.6 1 0.0000000 0.24 0.33 0.16 0.18 0.24 0.33 0.16 0.18 0.24 0.33 0.16 0.18
PowerOneLocus RecOrRec 1.6 1 0.0000500 0.08 0.16 0.05 0.05 0.08 0.17 0.05 0.05 0.08 0.17 0.05 0.05
PowerOneLocus RecOrRec 1.6 1 0.0001000 0.02 0.1 0 0 0.02 0.1 0 0 0.02 0.1 0 0
PowerOneLocus RecOrRec 1.6 1 0.0001500 0.03 0.08 0.01 0.02 0.03 0.08 0.01 0.02 0.03 0.08 0.01 0.02
PowerOneLocus RecOrRec 1.6 1 0.0002000 0.04 0.13 0.02 0.04 0.04 0.13 0.02 0.04 0.04 0.13 0.02 0.04
PowerOneLocus RecOrRec 2.0 1 0.0000000 0.25 0.31 0.15 0.2 0.25 0.31 0.15 0.2 0.25 0.31 0.15 0.2
PowerOneLocus RecOrRec 2.0 1 0.0000500 0.09 0.19 0.04 0.05 0.09 0.19 0.04 0.05 0.09 0.19 0.04 0.05
PowerOneLocus RecOrRec 2.0 1 0.0001000 0.01 0.06 0 0 0.01 0.06 0 0 0.01 0.06 0 0
PowerOneLocus RecOrRec 2.0 1 0.0001500 0.02 0.08 0 0.01 0.02 0.09 0 0.01 0.02 0.09 0 0.01
PowerOneLocus RecOrRec 2.0 1 0.0002000 0.06 0.12 0.03 0.06 0.06 0.12 0.03 0.06 0.06 0.12 0.03 0.06
PowerOneLocus RecOrRec 2.4 1 0.0000000 0.25 0.35 0.16 0.21 0.25 0.35 0.16 0.21 0.25 0.35 0.16 0.21
PowerOneLocus RecOrRec 2.4 1 0.0000500 0.09 0.19 0.04 0.04 0.09 0.2 0.04 0.04 0.09 0.2 0.04 0.04
PowerOneLocus RecOrRec 2.4 1 0.0001000 0.03 0.1 0.01 0.01 0.03 0.1 0.01 0.01 0.03 0.1 0.01 0.01
PowerOneLocus RecOrRec 2.4 1 0.0001500 0.02 0.1 0.01 0.02 0.02 0.1 0.01 0.02 0.02 0.1 0.01 0.02
PowerOneLocus RecOrRec 2.4 1 0.0002000 0.07 0.13 0.02 0.06 0.07 0.13 0.02 0.06 0.07 0.13 0.02 0.06
PowerOneLocus RecOrRec 2.6 1 0.0000000 0.28 0.36 0.2 0.24 0.28 0.37 0.2 0.24 0.28 0.37 0.2 0.24
PowerOneLocus RecOrRec 2.6 1 0.0000500 0.09 0.18 0.04 0.05 0.09 0.18 0.04 0.05 0.09 0.18 0.04 0.05
PowerOneLocus RecOrRec 2.6 1 0.0001000 0.02 0.12 0.01 0.01 0.02 0.12 0.01 0.01 0.02 0.12 0.01 0.01
PowerOneLocus RecOrRec 2.6 1 0.0001500 0.02 0.1 0 0.01 0.02 0.11 0 0.01 0.02 0.11 0 0.01
PowerOneLocus RecOrRec 2.6 1 0.0002000 0.06 0.09 0.04 0.06 0.06 0.09 0.04 0.06 0.06 0.09 0.04 0.06
PowerOneLocus Additive 1.2 2 0.0000000 0.26 0.33 0.19 0.24 0.25 0.33 0.13 0.23 0.27 0.35 0.2 0.26
PowerOneLocus Additive 1.2 2 0.0000500 0.13 0.17 0.04 0.1 0.12 0.16 0.04 0.09 0.12 0.19 0.05 0.1
PowerOneLocus Additive 1.2 2 0.0001000 0.03 0.08 0 0 0.01 0.04 0 0.01 0.01 0.04 0 0
PowerOneLocus Additive 1.2 2 0.0001500 0.02 0.06 0 0.01 0.03 0.08 0 0.01 0.03 0.07 0 0.02
PowerOneLocus Additive 1.2 2 0.0002000 0.05 0.13 0.02 0.03 0.06 0.12 0.03 0.04 0.07 0.14 0.01 0.06
PowerOneLocus Additive 1.6 2 0.0000000 0.29 0.4 0.17 0.23 0.24 0.38 0.16 0.21 0.28 0.37 0.2 0.23
PowerOneLocus Additive 1.6 2 0.0000500 0.11 0.19 0.07 0.08 0.12 0.22 0.07 0.11 0.17 0.23 0.07 0.13
PowerOneLocus Additive 1.6 2 0.0001000 0.01 0.09 0.01 0.01 0.02 0.07 0 0.01 0.02 0.07 0.01 0.01
PowerOneLocus Additive 1.6 2 0.0001500 0.02 0.07 0.01 0.01 0.02 0.1 0 0.01 0.03 0.12 0.01 0.01
PowerOneLocus Additive 1.6 2 0.0002000 0.09 0.13 0.03 0.05 0.06 0.14 0.03 0.03 0.08 0.13 0.03 0.07
PowerOneLocus Additive 2.0 2 0.0000000 0.31 0.41 0.23 0.3 0.28 0.4 0.21 0.25 0.3 0.41 0.21 0.29
PowerOneLocus Additive 2.0 2 0.0000500 0.14 0.2 0.08 0.11 0.12 0.22 0.08 0.09 0.13 0.19 0.08 0.12
PowerOneLocus Additive 2.0 2 0.0001000 0.03 0.07 0 0.01 0.01 0.08 0 0.01 0.02 0.11 0 0.01
PowerOneLocus Additive 2.0 2 0.0001500 0.03 0.1 0 0.02 0.02 0.05 0 0.02 0.03 0.1 0 0.02
PowerOneLocus Additive 2.0 2 0.0002000 0.07 0.21 0.02 0.05 0.04 0.16 0.02 0.04 0.07 0.19 0.02 0.04
PowerOneLocus Additive 2.4 2 0.0000000 0.39 0.47 0.28 0.35 0.35 0.49 0.28 0.31 0.39 0.5 0.28 0.37
PowerOneLocus Additive 2.4 2 0.0000500 0.2 0.28 0.11 0.17 0.19 0.27 0.08 0.16 0.24 0.29 0.1 0.2
PowerOneLocus Additive 2.4 2 0.0001000 0.04 0.09 0.03 0.03 0.06 0.1 0.02 0.05 0.05 0.1 0.04 0.05
PowerOneLocus Additive 2.4 2 0.0001500 0.04 0.09 0 0.03 0.06 0.15 0 0.03 0.06 0.16 0.02 0.04
PowerOneLocus Additive 2.4 2 0.0002000 0.06 0.21 0.03 0.05 0.07 0.18 0.03 0.05 0.07 0.15 0.03 0.07
PowerOneLocus Additive 2.6 2 0.0000000 0.4 0.52 0.26 0.33 0.39 0.48 0.25 0.35 0.45 0.51 0.29 0.39
PowerOneLocus Additive 2.6 2 0.0000500 0.21 0.3 0.1 0.17 0.2 0.28 0.1 0.16 0.21 0.3 0.13 0.19
PowerOneLocus Additive 2.6 2 0.0001000 0.07 0.19 0.01 0.03 0.07 0.15 0.03 0.04 0.08 0.17 0.03 0.07
PowerOneLocus Additive 2.6 2 0.0001500 0.05 0.11 0.01 0.04 0.03 0.14 0.01 0.03 0.05 0.16 0.01 0.02
PowerOneLocus Additive 2.6 2 0.0002000 0.09 0.18 0.03 0.06 0.06 0.14 0.04 0.05 0.08 0.16 0.04 0.06
PowerOneLocus DomOrDom 1.2 2 0.0000000 0.25 0.35 0.14 0.2 0.26 0.33 0.14 0.23 0.28 0.33 0.18 0.25
PowerOneLocus DomOrDom 1.2 2 0.0000500 0.09 0.18 0.06 0.08 0.09 0.19 0.03 0.07 0.11 0.22 0.05 0.09
PowerOneLocus DomOrDom 1.2 2 0.0001000 0.01 0.09 0 0 0.02 0.06 0 0.02 0.02 0.07 0 0.01
PowerOneLocus DomOrDom 1.2 2 0.0001500 0.04 0.08 0 0.02 0.02 0.09 0.01 0.01 0.03 0.08 0 0.02
PowerOneLocus DomOrDom 1.2 2 0.0002000 0.06 0.13 0.02 0.03 0.05 0.11 0.03 0.03 0.06 0.11 0.02 0.05
PowerOneLocus DomOrDom 1.6 2 0.0000000 0.3 0.39 0.21 0.27 0.28 0.37 0.18 0.26 0.29 0.4 0.23 0.25
PowerOneLocus DomOrDom 1.6 2 0.0000500 0.13 0.27 0.06 0.1 0.12 0.23 0.07 0.08 0.14 0.22 0.07 0.12
PowerOneLocus DomOrDom 1.6 2 0.0001000 0.04 0.13 0.02 0.02 0.03 0.08 0 0.01 0.04 0.1 0.01 0.02
PowerOneLocus DomOrDom 1.6 2 0.0001500 0.02 0.11 0 0.01 0 0.11 0 0 0.02 0.11 0 0
PowerOneLocus DomOrDom 1.6 2 0.0002000 0.05 0.17 0.03 0.04 0.08 0.15 0.02 0.07 0.07 0.19 0.02 0.05
PowerOneLocus DomOrDom 2.0 2 0.0000000 0.38 0.48 0.25 0.32 0.36 0.43 0.25 0.31 0.39 0.47 0.25 0.35
PowerOneLocus DomOrDom 2.0 2 0.0000500 0.17 0.23 0.1 0.13 0.15 0.26 0.1 0.15 0.18 0.25 0.13 0.16
PowerOneLocus DomOrDom 2.0 2 0.0001000 0.04 0.1 0.02 0.04 0.04 0.12 0.02 0.04 0.05 0.11 0.02 0.05
PowerOneLocus DomOrDom 2.0 2 0.0001500 0.02 0.09 0 0.01 0.04 0.1 0.01 0.02 0.04 0.12 0.01 0.02
PowerOneLocus DomOrDom 2.0 2 0.0002000 0.06 0.15 0.03 0.04 0.1 0.19 0.02 0.06 0.09 0.2 0.03 0.06
PowerOneLocus DomOrDom 2.4 2 0.0000000 0.4 0.53 0.31 0.33 0.38 0.49 0.27 0.36 0.43 0.53 0.33 0.36
PowerOneLocus DomOrDom 2.4 2 0.0000500 0.23 0.3 0.12 0.2 0.2 0.29 0.11 0.17 0.2 0.3 0.13 0.18
PowerOneLocus DomOrDom 2.4 2 0.0001000 0.03 0.09 0.02 0.03 0.04 0.1 0.01 0.02 0.05 0.1 0.03 0.04
PowerOneLocus DomOrDom 2.4 2 0.0001500 0.05 0.15 0 0.05 0.05 0.12 0 0.01 0.06 0.16 0.01 0.02
PowerOneLocus DomOrDom 2.4 2 0.0002000 0.07 0.18 0.03 0.04 0.1 0.18 0.02 0.08 0.09 0.18 0.03 0.06
PowerOneLocus DomOrDom 2.6 2 0.0000000 0.4 0.54 0.34 0.4 0.38 0.5 0.3 0.36 0.43 0.52 0.33 0.41
PowerOneLocus DomOrDom 2.6 2 0.0000500 0.2 0.33 0.12 0.17 0.19 0.31 0.12 0.15 0.21 0.32 0.14 0.18
PowerOneLocus DomOrDom 2.6 2 0.0001000 0.07 0.2 0.03 0.04 0.03 0.15 0.02 0.02 0.05 0.15 0.03 0.03
PowerOneLocus DomOrDom 2.6 2 0.0001500 0.06 0.17 0.01 0.06 0.07 0.13 0.01 0.02 0.06 0.15 0.01 0.06
PowerOneLocus DomOrDom 2.6 2 0.0002000 0.09 0.17 0.04 0.07 0.09 0.21 0.02 0.04 0.08 0.21 0.05 0.06
PowerOneLocus RecOrRec 1.2 2 0.0000000 0.23 0.34 0.2 0.23 0.24 0.3 0.16 0.21 0.25 0.31 0.18 0.23
PowerOneLocus RecOrRec 1.2 2 0.0000500 0.13 0.19 0.03 0.11 0.1 0.17 0.06 0.08 0.12 0.19 0.07 0.12
PowerOneLocus RecOrRec 1.2 2 0.0001000 0.01 0.1 0 0.01 0.01 0.08 0 0 0.02 0.09 0 0.02
PowerOneLocus RecOrRec 1.2 2 0.0001500 0.01 0.07 0 0.01 0.02 0.06 0 0.02 0.02 0.07 0.01 0.02
PowerOneLocus RecOrRec 1.2 2 0.0002000 0.04 0.11 0.03 0.04 0.05 0.1 0.03 0.05 0.05 0.11 0.03 0.04
PowerOneLocus RecOrRec 1.6 2 0.0000000 0.3 0.44 0.19 0.21 0.23 0.35 0.18 0.22 0.26 0.41 0.2 0.23
PowerOneLocus RecOrRec 1.6 2 0.0000500 0.1 0.21 0.08 0.09 0.1 0.17 0.06 0.09 0.1 0.21 0.08 0.09
PowerOneLocus RecOrRec 1.6 2 0.0001000 0.04 0.12 0 0.02 0.03 0.07 0 0.02 0.03 0.1 0 0.01
PowerOneLocus RecOrRec 1.6 2 0.0001500 0.02 0.08 0.01 0.01 0.01 0.1 0 0.01 0.01 0.09 0.01 0.01
PowerOneLocus RecOrRec 1.6 2 0.0002000 0.04 0.13 0.02 0.03 0.06 0.16 0.02 0.02 0.06 0.17 0.02 0.03
PowerOneLocus RecOrRec 2.0 2 0.0000000 0.25 0.36 0.2 0.25 0.29 0.37 0.19 0.25 0.32 0.38 0.21 0.26
PowerOneLocus RecOrRec 2.0 2 0.0000500 0.11 0.19 0.05 0.07 0.11 0.2 0.08 0.1 0.12 0.21 0.07 0.1
PowerOneLocus RecOrRec 2.0 2 0.0001000 0.02 0.08 0 0 0.01 0.1 0 0.01 0.02 0.1 0 0.01
PowerOneLocus RecOrRec 2.0 2 0.0001500 0.04 0.08 0 0 0.01 0.1 0 0.01 0.04 0.11 0 0
PowerOneLocus RecOrRec 2.0 2 0.0002000 0.04 0.16 0.02 0.03 0.1 0.15 0.02 0.07 0.08 0.16 0.03 0.07
PowerOneLocus RecOrRec 2.4 2 0.0000000 0.3 0.41 0.17 0.27 0.29 0.41 0.17 0.24 0.31 0.4 0.2 0.27
PowerOneLocus RecOrRec 2.4 2 0.0000500 0.12 0.23 0.07 0.09 0.13 0.23 0.07 0.13 0.16 0.25 0.08 0.12
PowerOneLocus RecOrRec 2.4 2 0.0001000 0.03 0.12 0.02 0.02 0.04 0.1 0.01 0.02 0.03 0.1 0.01 0.02
PowerOneLocus RecOrRec 2.4 2 0.0001500 0.01 0.08 0 0.01 0.03 0.11 0 0 0.03 0.09 0 0.01
PowerOneLocus RecOrRec 2.4 2 0.0002000 0.07 0.18 0.03 0.04 0.08 0.19 0.03 0.06 0.08 0.18 0.02 0.07
PowerOneLocus RecOrRec 2.6 2 0.0000000 0.31 0.4 0.23 0.29 0.33 0.46 0.23 0.3 0.35 0.45 0.24 0.32
PowerOneLocus RecOrRec 2.6 2 0.0000500 0.15 0.23 0.07 0.11 0.14 0.23 0.09 0.13 0.14 0.23 0.12 0.14
PowerOneLocus RecOrRec 2.6 2 0.0001000 0.05 0.11 0.01 0.01 0.02 0.1 0.01 0.02 0.02 0.12 0.01 0.01
PowerOneLocus RecOrRec 2.6 2 0.0001500 0.03 0.11 0 0.01 0.02 0.08 0 0 0.03 0.08 0 0.02
PowerOneLocus RecOrRec 2.6 2 0.0002000 0.07 0.13 0.04 0.05 0.08 0.13 0.03 0.04 0.06 0.13 0.04 0.06
PowerOneLocus Additive 1.2 4 0.0000000 0.34 0.43 0.23 0.3 0.32 0.39 0.17 0.25 0.34 0.43 0.25 0.31
PowerOneLocus Additive 1.2 4 0.0000500 0.1 0.19 0.04 0.1 0.12 0.23 0.03 0.09 0.18 0.24 0.05 0.1
PowerOneLocus Additive 1.2 4 0.0001000 0.03 0.09 0 0.01 0 0.04 0 0 0 0.05 0 0
PowerOneLocus Additive 1.2 4 0.0001500 0.02 0.07 0 0 0 0.06 0 0 0.02 0.07 0 0.02
PowerOneLocus Additive 1.2 4 0.0002000 0.04 0.07 0.02 0.03 0.04 0.12 0.01 0.02 0.04 0.13 0.01 0.03
PowerOneLocus Additive 1.6 4 0.0000000 0.4 0.49 0.31 0.39 0.34 0.46 0.23 0.31 0.39 0.49 0.28 0.34
PowerOneLocus Additive 1.6 4 0.0000500 0.18 0.27 0.08 0.13 0.15 0.25 0.07 0.14 0.18 0.27 0.09 0.13
PowerOneLocus Additive 1.6 4 0.0001000 0.02 0.08 0.02 0.02 0 0.05 0 0 0.03 0.07 0 0.02
PowerOneLocus Additive 1.6 4 0.0001500 0.02 0.06 0 0 0.01 0.07 0 0 0.02 0.08 0 0.02
PowerOneLocus Additive 1.6 4 0.0002000 0.07 0.14 0.03 0.06 0.05 0.1 0.02 0.05 0.05 0.11 0.04 0.05
PowerOneLocus Additive 2.0 4 0.0000000 0.44 0.53 0.35 0.43 0.39 0.54 0.29 0.38 0.43 0.55 0.34 0.4
PowerOneLocus Additive 2.0 4 0.0000500 0.17 0.29 0.1 0.14 0.15 0.27 0.1 0.13 0.17 0.27 0.1 0.15
PowerOneLocus Additive 2.0 4 0.0001000 0.04 0.08 0.01 0.04 0.01 0.13 0.01 0.01 0.04 0.12 0 0.03
PowerOneLocus Additive 2.0 4 0.0001500 0.03 0.13 0 0.01 0 0.05 0 0 0.01 0.1 0 0
PowerOneLocus Additive 2.0 4 0.0002000 0.08 0.16 0.02 0.07 0.04 0.12 0.03 0.03 0.07 0.13 0.02 0.05
PowerOneLocus Additive 2.4 4 0.0000000 0.47 0.61 0.38 0.45 0.49 0.63 0.31 0.44 0.52 0.65 0.43 0.48
PowerOneLocus Additive 2.4 4 0.0000500 0.21 0.32 0.14 0.2 0.19 0.35 0.1 0.15 0.23 0.36 0.13 0.19
PowerOneLocus Additive 2.4 4 0.0001000 0.03 0.12 0.03 0.03 0.03 0.12 0.02 0.02 0.06 0.13 0.02 0.04
PowerOneLocus Additive 2.4 4 0.0001500 0.04 0.15 0 0.03 0.05 0.18 0 0.03 0.07 0.19 0.02 0.04
PowerOneLocus Additive 2.4 4 0.0002000 0.06 0.16 0.02 0.05 0.05 0.13 0.03 0.05 0.05 0.16 0.02 0.03
PowerOneLocus Additive 2.6 4 0.0000000 0.5 0.6 0.42 0.45 0.55 0.62 0.37 0.5 0.57 0.65 0.42 0.5
PowerOneLocus Additive 2.6 4 0.0000500 0.26 0.35 0.14 0.23 0.25 0.31 0.13 0.19 0.25 0.32 0.16 0.21
PowerOneLocus Additive 2.6 4 0.0001000 0.04 0.16 0.01 0.04 0.06 0.13 0.02 0.03 0.08 0.14 0.04 0.04
PowerOneLocus Additive 2.6 4 0.0001500 0.06 0.17 0.01 0.04 0.03 0.12 0.02 0.02 0.06 0.14 0.01 0.04
PowerOneLocus Additive 2.6 4 0.0002000 0.1 0.23 0.02 0.06 0.08 0.13 0.02 0.04 0.1 0.18 0.02 0.04
PowerOneLocus DomOrDom 1.2 4 0.0000000 0.34 0.42 0.25 0.32 0.35 0.45 0.21 0.25 0.37 0.43 0.24 0.33
PowerOneLocus DomOrDom 1.2 4 0.0000500 0.12 0.25 0.07 0.09 0.09 0.23 0.04 0.08 0.13 0.23 0.08 0.09
PowerOneLocus DomOrDom 1.2 4 0.0001000 0.01 0.12 0 0.01 0.01 0.09 0 0.01 0.02 0.07 0.01 0.01
PowerOneLocus DomOrDom 1.2 4 0.0001500 0.01 0.07 0 0 0.01 0.06 0 0 0.01 0.06 0 0.01
PowerOneLocus DomOrDom 1.2 4 0.0002000 0.03 0.09 0.02 0.02 0.04 0.09 0.02 0.03 0.03 0.1 0.02 0.02
PowerOneLocus DomOrDom 1.6 4 0.0000000 0.43 0.54 0.35 0.41 0.43 0.5 0.24 0.35 0.44 0.53 0.34 0.4
PowerOneLocus DomOrDom 1.6 4 0.0000500 0.19 0.28 0.09 0.16 0.15 0.25 0.08 0.12 0.18 0.27 0.08 0.15
PowerOneLocus DomOrDom 1.6 4 0.0001000 0.05 0.13 0.02 0.03 0.02 0.13 0.01 0.02 0.04 0.11 0.01 0.03
PowerOneLocus DomOrDom 1.6 4 0.0001500 0.03 0.1 0 0.01 0 0.08 0 0 0.02 0.11 0 0.01
PowerOneLocus DomOrDom 1.6 4 0.0002000 0.05 0.15 0.02 0.05 0.05 0.11 0.02 0.04 0.06 0.12 0.02 0.05
PowerOneLocus DomOrDom 2.0 4 0.0000000 0.49 0.64 0.38 0.44 0.45 0.54 0.36 0.41 0.48 0.58 0.38 0.45
PowerOneLocus DomOrDom 2.0 4 0.0000500 0.18 0.27 0.1 0.14 0.16 0.26 0.09 0.14 0.21 0.31 0.11 0.15
PowerOneLocus DomOrDom 2.0 4 0.0001000 0.02 0.12 0.02 0.02 0.04 0.06 0 0.03 0.06 0.09 0.02 0.05
PowerOneLocus DomOrDom 2.0 4 0.0001500 0.04 0.11 0.01 0.02 0.02 0.1 0 0.01 0.05 0.13 0.01 0.03
PowerOneLocus DomOrDom 2.0 4 0.0002000 0.04 0.17 0.02 0.03 0.04 0.14 0.02 0.04 0.04 0.13 0.02 0.03
PowerOneLocus DomOrDom 2.4 4 0.0000000 0.53 0.66 0.41 0.5 0.5 0.63 0.4 0.46 0.56 0.65 0.44 0.49
PowerOneLocus DomOrDom 2.4 4 0.0000500 0.23 0.35 0.16 0.21 0.21 0.34 0.13 0.19 0.25 0.34 0.15 0.2
PowerOneLocus DomOrDom 2.4 4 0.0001000 0.04 0.15 0.02 0.04 0.04 0.14 0.02 0.02 0.03 0.14 0.02 0.03
PowerOneLocus DomOrDom 2.4 4 0.0001500 0.07 0.15 0.01 0.06 0.05 0.18 0 0.02 0.08 0.18 0 0.04
PowerOneLocus DomOrDom 2.4 4 0.0002000 0.06 0.14 0.02 0.05 0.05 0.11 0.02 0.05 0.05 0.13 0.02 0.03
PowerOneLocus DomOrDom 2.6 4 0.0000000 0.55 0.66 0.45 0.53 0.5 0.61 0.44 0.48 0.57 0.66 0.46 0.56
PowerOneLocus DomOrDom 2.6 4 0.0000500 0.26 0.36 0.15 0.23 0.22 0.35 0.13 0.2 0.25 0.38 0.17 0.22
PowerOneLocus DomOrDom 2.6 4 0.0001000 0.08 0.19 0.04 0.06 0.06 0.13 0.02 0.05 0.08 0.16 0.04 0.07
PowerOneLocus DomOrDom 2.6 4 0.0001500 0.07 0.15 0.03 0.06 0.05 0.17 0.02 0.04 0.07 0.15 0.03 0.03
PowerOneLocus DomOrDom 2.6 4 0.0002000 0.07 0.15 0.04 0.05 0.05 0.16 0.02 0.04 0.06 0.18 0.03 0.04
PowerOneLocus RecOrRec 1.2 4 0.0000000 0.31 0.44 0.25 0.31 0.3 0.41 0.21 0.27 0.36 0.44 0.27 0.3
