test model relativeRisk haplotypeLength recFrac Holdout_mTDT_01 Holdout_mTDT_05 Holdout_mTDT_001 Holdout_mTDT_005 Holdout_mTDT_minFreq10.00000_01 Holdout_mTDT_minFreq10.00000_05 Holdout_mTDT_minFreq10.00000_001 Holdout_mTDT_minFreq10.00000_005 Holdout_ScoreTDT_01 Holdout_ScoreTDT_05 Holdout_ScoreTDT_001 Holdout_ScoreTDT_005 Holdout_ScoreTDT_minFreq10.00000_01 Holdout_ScoreTDT_minFreq10.00000_05 Holdout_ScoreTDT_minFreq10.00000_001 Holdout_ScoreTDT_minFreq10.00000_005 Holdout_mTDT1T_01 Holdout_mTDT1T_05 Holdout_mTDT1T_001 Holdout_mTDT1T_005 Holdout_mTDT1T_minFreq10.00000_01 Holdout_mTDT1T_minFreq10.00000_05 Holdout_mTDT1T_minFreq10.00000_001 Holdout_mTDT1T_minFreq10.00000_005 Holdout_mTDT2G_01 Holdout_mTDT2G_05 Holdout_mTDT2G_001 Holdout_mTDT2G_005 Holdout_mTDT2G_minFreq10.00000_01 Holdout_mTDT2G_minFreq10.00000_05 Holdout_mTDT2G_minFreq10.00000_001 Holdout_mTDT2G_minFreq10.00000_005 Holdout_mTDT1_01 Holdout_mTDT1_05 Holdout_mTDT1_001 Holdout_mTDT1_005 Holdout_mTDT1_minFreq10.00000_01 Holdout_mTDT1_minFreq10.00000_05 Holdout_mTDT1_minFreq10.00000_001 Holdout_mTDT1_minFreq10.00000_005 
PowerOneLocus Additive 2 8 0.0005000 0 0.04 0 0 0.01 0.04 0 0 0 0.03 0 0 0.01 0.05 0 0.01 0 0.05 0 0 0.01 0.07 0 0 0.01 0.05 0 0 0 0.07 0 0 0.01 0.04 0 0 0.01 0.04 0 0
PowerOneLocus Additive 2 8 0.0008000 0.01 0.1 0 0 0.01 0.1 0 0 0.01 0.07 0 0.01 0.02 0.07 0 0.01 0.01 0.01 0 0.01 0.01 0.02 0 0.01 0.01 0.08 0 0.01 0.02 0.06 0 0 0.01 0.04 0 0.01 0.01 0.05 0 0.01
PowerOneLocus Additive 2 8 0.0016000 0.01 0.04 0 0 0.01 0.05 0 0 0 0.03 0 0 0 0.03 0 0 0 0.06 0 0 0 0.06 0 0 0.02 0.08 0 0 0.02 0.05 0 0 0.01 0.05 0 0 0.01 0.05 0 0
PowerOneLocus Additive 2 8 0.0032000 0.03 0.05 0 0.01 0.03 0.05 0 0.02 0.01 0.03 0 0 0.02 0.04 0 0.01 0.01 0.09 0 0.01 0.01 0.09 0 0.01 0.01 0.07 0 0 0.01 0.06 0 0 0.01 0.08 0 0.01 0.01 0.07 0 0.01
PowerOneLocus Additive 4 8 0.0000000 0.59 0.68 0.54 0.56 0.65 0.71 0.56 0.6 0.54 0.65 0.48 0.52 0.58 0.7 0.51 0.57 0.64 0.69 0.49 0.56 0.64 0.69 0.49 0.56 0.67 0.74 0.56 0.65 0.68 0.74 0.58 0.65 0.63 0.72 0.51 0.58 0.63 0.71 0.51 0.58
PowerOneLocus Additive 4 8 0.0000500 0.27 0.39 0.19 0.25 0.33 0.41 0.19 0.27 0.25 0.35 0.17 0.23 0.3 0.38 0.2 0.25 0.26 0.38 0.19 0.26 0.26 0.38 0.19 0.26 0.28 0.38 0.19 0.26 0.29 0.39 0.2 0.25 0.24 0.34 0.19 0.24 0.24 0.34 0.19 0.24
PowerOneLocus Additive 4 8 0.0001000 0.17 0.26 0.06 0.12 0.19 0.3 0.06 0.16 0.16 0.25 0.05 0.09 0.21 0.31 0.07 0.16 0.14 0.27 0.09 0.13 0.14 0.27 0.09 0.12 0.17 0.27 0.08 0.15 0.15 0.26 0.08 0.14 0.13 0.23 0.08 0.1 0.12 0.24 0.08 0.1
PowerOneLocus Additive 4 8 0.0001500 0.05 0.13 0.02 0.04 0.07 0.16 0.02 0.05 0.06 0.1 0.02 0.03 0.06 0.14 0.02 0.06 0.07 0.16 0.03 0.06 0.08 0.17 0.03 0.06 0.09 0.2 0.06 0.07 0.08 0.22 0.03 0.07 0.04 0.15 0.01 0.03 0.06 0.18 0.02 0.04
PowerOneLocus Additive 4 8 0.0002000 0.05 0.14 0.01 0.03 0.06 0.21 0.02 0.03 0.03 0.14 0.01 0.02 0.05 0.21 0.01 0.04 0.06 0.11 0.02 0.06 0.06 0.11 0.02 0.06 0.03 0.13 0.01 0.02 0.03 0.1 0.01 0.02 0.04 0.09 0.01 0.03 0.05 0.1 0.01 0.03
PowerOneLocus Additive 4 8 0.0002500 0.03 0.06 0 0.03 0.05 0.09 0.02 0.03 0.01 0.06 0 0 0.04 0.09 0 0.03 0.03 0.09 0 0.02 0.03 0.08 0 0.02 0.04 0.11 0 0.03 0.03 0.1 0.01 0.03 0.03 0.07 0 0.01 0.03 0.08 0 0.01
PowerOneLocus Additive 4 8 0.0003000 0.01 0.05 0 0.01 0.01 0.06 0.01 0.01 0.02 0.02 0 0.01 0.01 0.07 0.01 0.01 0.01 0.06 0.01 0.01 0.01 0.06 0.01 0.01 0.01 0.06 0 0 0.01 0.05 0 0 0.01 0.05 0.01 0.01 0.01 0.04 0.01 0.01
PowerOneLocus Additive 4 8 0.0003500 0.01 0.03 0 0.01 0.02 0.07 0 0.01 0.02 0.03 0 0 0.02 0.05 0 0.01 0.01 0.05 0 0 0.01 0.05 0 0 0.02 0.06 0 0.01 0.02 0.07 0 0.01 0.02 0.07 0 0.01 0.02 0.07 0 0.01
PowerOneLocus Additive 4 8 0.0004000 0.01 0.05 0 0 0.02 0.08 0 0.01 0 0.04 0 0 0.02 0.07 0 0 0.01 0.02 0 0.01 0.02 0.03 0 0.01 0 0.03 0 0 0 0.01 0 0 0.01 0.03 0 0.01 0 0.03 0 0
PowerOneLocus Additive 4 8 0.0004500 0.03 0.13 0.01 0.01 0.03 0.14 0.01 0.02 0.04 0.1 0.01 0.03 0.05 0.12 0.01 0.01 0 0.1 0 0 0.01 0.09 0 0 0.01 0.09 0.01 0.01 0.01 0.1 0.01 0.01 0.02 0.09 0.02 0.02 0.04 0.12 0.02 0.03
PowerOneLocus Additive 4 8 0.0005000 0.01 0.04 0 0.01 0.01 0.06 0 0.01 0.01 0.05 0 0.01 0.01 0.04 0 0.01 0.01 0.07 0 0 0.01 0.05 0 0 0.02 0.08 0 0.02 0.02 0.07 0 0.01 0.01 0.03 0 0 0.01 0.04 0 0
PowerOneLocus Additive 4 8 0.0008000 0.01 0.04 0 0.01 0.01 0.07 0 0.01 0.01 0.02 0 0 0.01 0.08 0 0.01 0.02 0.05 0 0.01 0.04 0.07 0 0.01 0.01 0.03 0 0.01 0.01 0.02 0 0.01 0.01 0.06 0 0.01 0.02 0.07 0 0.01
PowerOneLocus Additive 4 8 0.0016000 0.01 0.07 0 0 0.02 0.1 0 0.02 0 0.05 0 0 0.02 0.08 0 0 0.01 0.03 0 0.01 0.01 0.03 0 0.01 0.01 0.06 0 0.01 0.02 0.06 0 0.01 0.02 0.08 0 0.01 0.02 0.08 0 0.01
PowerOneLocus Additive 4 8 0.0032000 0 0.02 0 0 0.01 0.04 0 0 0 0.02 0 0 0.01 0.05 0 0.01 0.01 0.03 0 0.01 0.01 0.02 0 0.01 0.02 0.05 0 0.01 0.01 0.05 0 0.01 0 0.03 0 0 0 0.02 0 0
PowerOneLocus Additive 6 8 0.0000000 0.72 0.79 0.61 0.69 0.76 0.81 0.67 0.72 0.67 0.76 0.58 0.64 0.71 0.81 0.64 0.67 0.68 0.78 0.58 0.67 0.68 0.78 0.57 0.65 0.74 0.82 0.68 0.73 0.74 0.83 0.68 0.72 0.69 0.75 0.58 0.67 0.67 0.77 0.58 0.65
PowerOneLocus Additive 6 8 0.0000500 0.37 0.49 0.27 0.33 0.38 0.53 0.31 0.36 0.35 0.47 0.23 0.3 0.37 0.51 0.27 0.31 0.35 0.47 0.29 0.33 0.35 0.48 0.28 0.33 0.36 0.5 0.25 0.32 0.36 0.49 0.23 0.34 0.29 0.42 0.23 0.28 0.29 0.43 0.23 0.28
PowerOneLocus Additive 6 8 0.0001000 0.21 0.39 0.08 0.2 0.26 0.43 0.13 0.22 0.18 0.37 0.06 0.14 0.26 0.43 0.1 0.2 0.2 0.32 0.1 0.19 0.21 0.3 0.1 0.18 0.33 0.38 0.19 0.26 0.31 0.36 0.17 0.26 0.21 0.32 0.1 0.18 0.22 0.32 0.11 0.18
PowerOneLocus Additive 6 8 0.0001500 0.12 0.21 0.05 0.09 0.12 0.23 0.07 0.1 0.13 0.21 0.05 0.09 0.12 0.24 0.06 0.11 0.1 0.23 0.05 0.09 0.1 0.22 0.05 0.07 0.12 0.21 0.04 0.09 0.12 0.21 0.04 0.09 0.06 0.19 0.03 0.05 0.05 0.19 0.03 0.05
PowerOneLocus Additive 6 8 0.0002000 0.1 0.18 0.01 0.06 0.16 0.24 0.05 0.1 0.07 0.16 0.01 0.05 0.12 0.22 0.03 0.08 0.09 0.14 0.03 0.08 0.1 0.16 0.03 0.09 0.11 0.17 0.02 0.06 0.11 0.2 0.03 0.09 0.08 0.14 0.03 0.07 0.08 0.15 0.03 0.07
PowerOneLocus Additive 6 8 0.0002500 0.05 0.09 0.01 0.03 0.06 0.13 0.01 0.06 0.02 0.09 0.01 0.01 0.06 0.13 0.01 0.03 0.04 0.06 0.01 0.01 0.03 0.06 0.01 0.01 0.04 0.1 0.01 0.03 0.07 0.11 0.01 0.03 0.04 0.09 0.02 0.03 0.03 0.08 0 0.03
PowerOneLocus Additive 6 8 0.0003000 0.02 0.08 0 0 0.02 0.1 0 0.01 0.03 0.06 0 0.02 0.02 0.09 0.01 0.02 0.02 0.08 0 0.02 0.02 0.08 0 0.02 0 0.08 0 0 0.02 0.1 0 0 0.03 0.1 0 0.02 0.02 0.08 0 0.02
PowerOneLocus Additive 6 8 0.0003500 0.03 0.08 0 0.01 0.05 0.11 0 0.01 0.02 0.08 0 0 0.04 0.13 0 0 0.02 0.12 0 0.01 0.03 0.13 0 0.02 0.02 0.14 0.02 0.02 0.02 0.1 0.02 0.02 0.02 0.1 0 0.01 0.02 0.11 0 0.01
PowerOneLocus Additive 6 8 0.0004000 0.01 0.08 0 0 0.03 0.1 0 0.01 0.01 0.06 0 0 0.02 0.1 0 0.02 0.02 0.08 0 0.01 0.02 0.1 0 0.02 0.02 0.05 0 0.01 0.01 0.04 0 0.01 0.03 0.07 0 0.02 0.03 0.1 0 0.02
PowerOneLocus Additive 6 8 0.0004500 0.02 0.06 0 0.01 0.05 0.1 0 0 0 0.06 0 0 0.03 0.12 0 0.02 0.01 0.06 0 0.01 0.01 0.08 0.01 0.01 0.01 0.05 0 0 0.02 0.06 0 0.01 0.04 0.09 0 0.02 0.04 0.1 0.02 0.02
PowerOneLocus Additive 6 8 0.0005000 0.03 0.05 0 0.02 0.03 0.09 0.01 0.03 0.02 0.06 0 0.02 0.03 0.09 0.01 0.03 0 0.05 0 0 0 0.05 0 0 0.01 0.06 0 0.01 0.01 0.05 0.01 0.01 0 0.05 0 0 0 0.06 0 0
PowerOneLocus Additive 6 8 0.0008000 0.02 0.05 0.01 0.01 0.02 0.05 0.01 0.02 0.01 0.05 0 0 0.02 0.06 0 0.02 0.03 0.04 0 0.01 0.04 0.05 0.01 0.02 0.04 0.08 0.01 0.01 0.04 0.08 0.01 0.01 0.04 0.07 0 0.01 0.03 0.06 0 0.01
PowerOneLocus Additive 6 8 0.0016000 0.01 0.03 0 0.01 0.02 0.06 0.01 0.02 0.01 0.03 0 0.01 0.02 0.04 0 0.02 0.02 0.04 0 0.01 0.02 0.04 0 0.01 0.02 0.03 0 0.02 0.02 0.04 0 0.02 0.02 0.1 0.01 0.02 0.02 0.09 0.01 0.02
PowerOneLocus Additive 6 8 0.0032000 0.01 0.02 0 0 0.01 0.02 0 0.01 0 0.01 0 0 0.01 0.02 0 0 0 0.05 0 0 0 0.05 0 0 0.03 0.07 0 0.02 0.03 0.06 0 0.01 0 0.03 0 0 0 0.03 0 0
PowerOneLocus Additive 8 8 0.0000000 0.77 0.86 0.73 0.75 0.79 0.88 0.75 0.76 0.77 0.79 0.7 0.74 0.78 0.81 0.74 0.77 0.77 0.83 0.66 0.71 0.75 0.82 0.66 0.7 0.83 0.88 0.75 0.81 0.82 0.88 0.74 0.81 0.78 0.85 0.68 0.74 0.78 0.84 0.68 0.74
PowerOneLocus Additive 8 8 0.0000500 0.39 0.5 0.3 0.34 0.44 0.53 0.32 0.36 0.36 0.48 0.25 0.31 0.39 0.53 0.31 0.34 0.42 0.54 0.28 0.4 0.41 0.53 0.28 0.4 0.41 0.55 0.28 0.35 0.4 0.55 0.25 0.35 0.39 0.51 0.26 0.37 0.38 0.51 0.26 0.37
PowerOneLocus Additive 8 8 0.0001000 0.28 0.47 0.17 0.21 0.34 0.51 0.19 0.22 0.27 0.42 0.16 0.22 0.33 0.5 0.19 0.23 0.2 0.32 0.15 0.17 0.2 0.31 0.15 0.17 0.26 0.44 0.17 0.22 0.28 0.41 0.18 0.22 0.24 0.34 0.13 0.17 0.24 0.35 0.13 0.17
PowerOneLocus Additive 8 8 0.0001500 0.14 0.27 0.08 0.12 0.13 0.31 0.08 0.12 0.11 0.23 0.06 0.09 0.12 0.3 0.09 0.12 0.12 0.18 0.06 0.11 0.12 0.17 0.05 0.1 0.14 0.23 0.09 0.11 0.13 0.23 0.08 0.11 0.12 0.19 0.06 0.1 0.12 0.18 0.05 0.09
PowerOneLocus Additive 8 8 0.0002000 0.11 0.19 0.07 0.08 0.13 0.2 0.06 0.11 0.09 0.18 0.04 0.08 0.12 0.21 0.06 0.1 0.1 0.2 0.02 0.06 0.12 0.22 0.02 0.08 0.11 0.21 0.03 0.09 0.09 0.18 0.03 0.06 0.08 0.18 0.02 0.05 0.09 0.19 0.03 0.07
PowerOneLocus Additive 8 8 0.0002500 0.03 0.13 0 0.02 0.03 0.15 0 0.02 0.03 0.11 0 0.01 0.03 0.15 0.01 0.02 0 0.08 0 0 0 0.07 0 0 0.06 0.13 0.01 0.03 0.05 0.12 0.01 0.03 0.01 0.08 0 0 0 0.11 0 0
PowerOneLocus Additive 8 8 0.0003000 0.01 0.07 0 0.01 0.02 0.13 0.01 0.01 0.01 0.07 0 0.01 0.02 0.12 0.01 0.01 0.05 0.09 0.01 0.03 0.04 0.08 0.01 0.03 0.05 0.14 0.01 0.02 0.04 0.13 0.01 0.02 0.04 0.09 0.02 0.03 0.05 0.09 0.02 0.04
PowerOneLocus Additive 8 8 0.0003500 0.05 0.12 0.02 0.03 0.06 0.15 0.02 0.04 0.04 0.1 0.02 0.04 0.07 0.13 0.02 0.05 0.03 0.12 0 0.02 0.03 0.1 0 0.02 0 0.07 0 0 0.01 0.05 0 0.01 0.02 0.08 0 0.01 0.02 0.08 0 0.01
PowerOneLocus Additive 8 8 0.0004000 0.02 0.06 0 0.01 0.04 0.09 0 0.02 0.02 0.06 0 0.01 0.04 0.1 0 0.02 0.03 0.07 0.02 0.03 0.03 0.08 0.02 0.03 0.02 0.12 0.01 0.01 0.02 0.1 0.01 0.01 0.02 0.05 0 0.01 0.02 0.05 0 0.02
PowerOneLocus Additive 8 8 0.0004500 0.03 0.07 0 0.02 0.02 0.09 0.01 0.02 0.02 0.08 0 0.01 0.02 0.1 0 0.01 0.01 0.07 0 0.01 0.01 0.08 0 0.01 0.01 0.08 0.01 0.01 0.02 0.06 0.01 0.02 0.01 0.06 0 0.01 0.01 0.05 0 0.01
PowerOneLocus Additive 8 8 0.0005000 0.02 0.05 0 0.01 0.03 0.07 0 0.03 0.01 0.06 0 0.01 0.04 0.08 0 0.02 0 0.09 0 0 0.01 0.08 0 0 0.03 0.07 0.01 0.01 0.01 0.08 0.01 0.01 0 0.07 0 0 0.02 0.09 0 0
PowerOneLocus Additive 8 8 0.0008000 0.03 0.05 0 0.03 0.03 0.06 0 0.03 0.02 0.06 0 0 0.02 0.06 0 0.02 0.04 0.1 0.01 0.01 0.03 0.09 0.01 0.01 0.02 0.07 0.01 0.02 0.02 0.07 0.01 0.02 0.04 0.08 0.01 0.01 0.03 0.07 0.01 0.01
PowerOneLocus Additive 8 8 0.0016000 0.01 0.04 0 0.01 0.02 0.07 0 0.02 0.01 0.02 0 0.01 0.02 0.06 0 0.02 0.02 0.04 0 0 0.01 0.06 0 0 0.01 0.06 0 0.01 0.01 0.05 0 0.01 0.02 0.05 0 0.01 0.01 0.07 0 0.01
PowerOneLocus Additive 8 8 0.0032000 0 0.03 0 0 0 0.06 0 0 0 0.03 0 0 0 0.06 0 0 0.01 0.04 0 0 0.01 0.04 0 0 0.01 0.07 0 0 0 0.04 0 0 0.01 0.04 0 0 0.01 0.04 0 0
PowerOneLocus Additive 10 8 0.0000000 0.82 0.87 0.77 0.81 0.85 0.87 0.78 0.83 0.79 0.85 0.74 0.77 0.82 0.86 0.78 0.79 0.8 0.86 0.73 0.78 0.8 0.85 0.74 0.78 0.88 0.94 0.81 0.85 0.89 0.93 0.8 0.84 0.82 0.89 0.75 0.81 0.81 0.89 0.75 0.8
PowerOneLocus Additive 10 8 0.0000500 0.47 0.59 0.33 0.45 0.51 0.64 0.38 0.47 0.43 0.58 0.33 0.41 0.47 0.65 0.38 0.42 0.39 0.51 0.3 0.39 0.39 0.5 0.3 0.39 0.49 0.6 0.34 0.44 0.5 0.6 0.33 0.43 0.38 0.51 0.3 0.38 0.39 0.5 0.3 0.38
PowerOneLocus Additive 10 8 0.0001000 0.3 0.44 0.2 0.27 0.35 0.5 0.24 0.35 0.27 0.43 0.18 0.23 0.32 0.48 0.21 0.31 0.23 0.34 0.11 0.18 0.23 0.36 0.11 0.19 0.33 0.41 0.22 0.32 0.33 0.42 0.22 0.32 0.23 0.36 0.11 0.19 0.24 0.36 0.11 0.2
PowerOneLocus Additive 10 8 0.0001500 0.19 0.27 0.12 0.16 0.18 0.29 0.14 0.17 0.18 0.26 0.1 0.16 0.18 0.27 0.13 0.16 0.13 0.2 0.06 0.11 0.13 0.2 0.06 0.11 0.17 0.26 0.09 0.15 0.16 0.25 0.1 0.13 0.12 0.19 0.06 0.11 0.13 0.19 0.06 0.11
PowerOneLocus Additive 10 8 0.0002000 0.11 0.2 0.06 0.1 0.13 0.23 0.07 0.1 0.11 0.19 0.06 0.1 0.15 0.24 0.07 0.09 0.06 0.19 0.03 0.04 0.06 0.17 0.03 0.04 0.13 0.19 0.05 0.1 0.1 0.19 0.06 0.09 0.06 0.2 0.04 0.05 0.06 0.19 0.04 0.05
PowerOneLocus Additive 10 8 0.0002500 0.03 0.11 0.01 0.02 0.06 0.16 0.01 0.03 0.02 0.1 0 0.02 0.04 0.18 0.01 0.03 0.05 0.1 0.02 0.05 0.05 0.14 0.02 0.05 0.07 0.13 0.01 0.05 0.07 0.14 0.01 0.05 0.02 0.09 0.01 0.02 0.02 0.09 0.01 0.02
PowerOneLocus Additive 10 8 0.0003000 0.02 0.04 0 0.01 0.02 0.07 0 0.01 0.01 0.05 0 0.01 0.02 0.09 0 0 0.02 0.09 0.01 0.02 0.03 0.1 0.01 0.02 0.04 0.09 0 0.04 0.05 0.11 0.01 0.04 0.02 0.09 0.01 0.02 0.03 0.09 0.01 0.02
PowerOneLocus Additive 10 8 0.0003500 0.06 0.13 0.03 0.04 0.06 0.12 0.03 0.05 0.05 0.13 0.01 0.03 0.06 0.14 0.02 0.04 0.03 0.09 0.02 0.03 0.05 0.1 0.02 0.05 0.05 0.12 0.03 0.04 0.04 0.12 0.03 0.04 0.02 0.09 0.01 0.02 0.03 0.1 0.01 0.03
PowerOneLocus Additive 10 8 0.0004000 0.03 0.06 0.01 0.02 0.03 0.05 0.01 0.01 0.03 0.03 0.01 0.02 0.02 0.03 0.01 0.02 0.02 0.06 0.01 0.02 0.02 0.06 0.01 0.02 0.01 0.02 0 0.01 0.01 0.05 0 0.01 0.01 0.08 0 0.01 0.01 0.08 0.01 0.01
PowerOneLocus Additive 10 8 0.0004500 0.01 0.07 0 0 0.02 0.05 0 0.01 0 0.07 0 0 0 0.06 0 0 0.02 0.09 0.01 0.01 0.02 0.08 0 0.01 0 0.05 0 0 0 0.04 0 0 0.01 0.07 0.01 0.01 0.02 0.09 0 0.02
PowerOneLocus Additive 10 8 0.0005000 0 0.09 0 0 0.02 0.1 0 0 0 0.09 0 0 0.02 0.09 0 0 0 0.02 0 0 0 0.03 0 0 0.01 0.05 0.01 0.01 0.01 0.05 0 0.01 0 0.02 0 0 0 0.04 0 0
PowerOneLocus Additive 10 8 0.0008000 0 0.03 0 0 0 0.04 0 0 0 0.02 0 0 0 0.05 0 0 0.02 0.07 0 0.01 0.02 0.07 0 0.01 0.02 0.06 0.01 0.02 0.02 0.04 0.01 0.02 0.04 0.09 0 0.03 0.04 0.09 0 0.03
PowerOneLocus Additive 10 8 0.0016000 0.02 0.06 0.01 0.02 0.03 0.06 0.02 0.03 0.02 0.05 0 0 0.03 0.06 0 0.02 0.01 0.05 0 0 0.01 0.05 0 0 0.02 0.05 0 0.02 0.02 0.06 0 0.01 0.01 0.06 0 0.01 0.01 0.06 0 0.01
PowerOneLocus Additive 10 8 0.0032000 0 0.04 0 0 0 0.03 0 0 0 0.03 0 0 0 0.04 0 0 0 0.04 0 0 0 0.04 0 0 0 0.04 0 0 0 0.02 0 0 0 0.05 0 0 0 0.04 0 0
PowerOneLocus DomOrDom 2 8 0.0000000 0.45 0.56 0.34 0.43 0.47 0.6 0.36 0.46 0.38 0.5 0.3 0.35 0.44 0.55 0.33 0.37 0.45 0.55 0.36 0.44 0.46 0.55 0.36 0.44 0.47 0.55 0.36 0.41 0.48 0.56 0.34 0.42 0.44 0.53 0.35 0.41 0.45 0.54 0.35 0.41
PowerOneLocus DomOrDom 2 8 0.0000500 0.18 0.28 0.09 0.17 0.22 0.32 0.1 0.19 0.17 0.27 0.05 0.13 0.2 0.3 0.1 0.17 0.21 0.28 0.11 0.16 0.2 0.28 0.11 0.16 0.19 0.28 0.13 0.17 0.2 0.28 0.13 0.18 0.18 0.27 0.11 0.15 0.19 0.27 0.11 0.15
PowerOneLocus DomOrDom 2 8 0.0001000 0.09 0.15 0.03 0.07 0.09 0.22 0.03 0.09 0.06 0.15 0.03 0.05 0.09 0.22 0.03 0.07 0.11 0.17 0.06 0.08 0.11 0.18 0.06 0.08 0.13 0.21 0.07 0.12 0.13 0.21 0.06 0.11 0.08 0.14 0.05 0.06 0.08 0.16 0.05 0.06
PowerOneLocus DomOrDom 2 8 0.0001500 0.01 0.08 0 0 0.04 0.12 0 0.02 0.01 0.07 0 0 0.02 0.13 0 0.01 0.06 0.12 0 0.03 0.06 0.12 0 0.03 0.05 0.16 0 0.02 0.05 0.18 0.01 0.03 0.06 0.12 0 0.02 0.05 0.11 0 0.02
PowerOneLocus DomOrDom 2 8 0.0002000 0.04 0.1 0 0.03 0.05 0.18 0.02 0.04 0.02 0.09 0 0.01 0.04 0.17 0.01 0.03 0.02 0.1 0.01 0.01 0.02 0.11 0.01 0.01 0.02 0.1 0.01 0.01 0.02 0.08 0.01 0.01 0.02 0.07 0 0 0.02 0.08 0 0
PowerOneLocus DomOrDom 2 8 0.0002500 0.01 0.02 0 0.01 0.01 0.04 0 0.01 0.01 0.03 0 0 0 0.05 0 0 0.01 0.07 0.01 0.01 0.02 0.07 0.01 0.02 0.01 0.07 0 0.01 0.01 0.04 0 0.01 0 0.04 0 0 0.01 0.04 0 0.01
PowerOneLocus DomOrDom 2 8 0.0003000 0.02 0.06 0.01 0.01 0.03 0.1 0.01 0.03 0.01 0.05 0 0.01 0.03 0.12 0.01 0.02 0.02 0.07 0.01 0.01 0.02 0.07 0.01 0.01 0.04 0.08 0 0.02 0.03 0.07 0.01 0.02 0.01 0.05 0 0 0.01 0.06 0 0
PowerOneLocus DomOrDom 2 8 0.0003500 0.01 0.06 0 0.01 0.01 0.08 0.01 0.01 0.01 0.04 0 0.01 0.02 0.06 0 0.01 0.03 0.07 0 0.01 0.03 0.08 0 0.01 0.03 0.08 0 0.02 0.02 0.08 0 0.02 0.01 0.06 0 0 0 0.08 0 0
PowerOneLocus DomOrDom 2 8 0.0004000 0 0.01 0 0 0.01 0.04 0 0.01 0 0.02 0 0 0.01 0.05 0 0.01 0.01 0.07 0 0 0.01 0.09 0 0 0.01 0.06 0 0.01 0.01 0.06 0 0.01 0 0.06 0 0 0 0.07 0 0
PowerOneLocus DomOrDom 2 8 0.0004500 0.03 0.05 0 0.01 0.02 0.07 0 0.02 0.01 0.07 0 0 0.03 0.08 0 0.01 0.01 0.11 0 0.01 0.04 0.13 0.02 0.04 0.01 0.07 0 0.01 0.02 0.05 0 0.01 0.01 0.09 0 0.01 0.02 0.09 0 0.02
PowerOneLocus DomOrDom 2 8 0.0005000 0 0.04 0 0 0.02 0.06 0 0.01 0 0.05 0 0 0.02 0.04 0 0 0 0.05 0 0 0.01 0.05 0 0 0.01 0.11 0 0.01 0.02 0.1 0 0.01 0 0.06 0 0 0 0.05 0 0
PowerOneLocus DomOrDom 2 8 0.0008000 0 0.05 0 0 0.01 0.05 0 0 0 0.04 0 0 0.01 0.06 0 0 0.01 0.09 0 0 0.01 0.08 0 0 0.02 0.06 0 0.02 0.02 0.06 0 0.01 0.01 0.05 0 0.01 0.02 0.05 0 0.01
PowerOneLocus DomOrDom 2 8 0.0016000 0 0.05 0 0 0.01 0.07 0 0 0.01 0.04 0 0 0.01 0.06 0 0 0 0.02 0 0 0 0.04 0 0 0.04 0.06 0 0.02 0.04 0.09 0 0.03 0 0.06 0 0 0 0.09 0 0
PowerOneLocus DomOrDom 2 8 0.0032000 0 0.01 0 0 0.01 0.03 0 0 0 0.01 0 0 0 0.03 0 0 0.01 0.06 0 0.01 0.01 0.07 0 0.01 0 0.03 0 0 0 0.02 0 0 0.01 0.04 0 0.01 0.01 0.04 0 0.01
PowerOneLocus DomOrDom 4 8 0.0000000 0.64 0.69 0.58 0.61 0.66 0.73 0.61 0.63 0.61 0.67 0.5 0.57 0.63 0.71 0.54 0.6 0.62 0.7 0.57 0.59 0.62 0.69 0.58 0.59 0.69 0.75 0.6 0.66 0.7 0.77 0.61 0.67 0.62 0.71 0.58 0.6 0.64 0.71 0.59 0.6
PowerOneLocus DomOrDom 4 8 0.0000500 0.32 0.41 0.19 0.26 0.36 0.43 0.2 0.31 0.25 0.41 0.16 0.23 0.33 0.44 0.19 0.26 0.32 0.42 0.25 0.31 0.31 0.42 0.24 0.31 0.31 0.45 0.22 0.29 0.34 0.46 0.24 0.29 0.29 0.35 0.22 0.28 0.29 0.36 0.22 0.28
PowerOneLocus DomOrDom 4 8 0.0001000 0.17 0.25 0.06 0.12 0.17 0.31 0.07 0.14 0.14 0.25 0.05 0.1 0.17 0.28 0.07 0.13 0.13 0.24 0.09 0.12 0.13 0.24 0.08 0.12 0.16 0.31 0.08 0.13 0.17 0.31 0.08 0.13 0.15 0.25 0.08 0.13 0.15 0.27 0.08 0.14
PowerOneLocus DomOrDom 4 8 0.0001500 0.07 0.2 0.07 0.07 0.11 0.25 0.06 0.08 0.09 0.15 0.05 0.06 0.11 0.26 0.05 0.06 0.1 0.22 0.04 0.07 0.1 0.21 0.04 0.07 0.09 0.19 0.05 0.08 0.1 0.16 0.05 0.09 0.1 0.2 0.04 0.07 0.09 0.19 0.04 0.07
PowerOneLocus DomOrDom 4 8 0.0002000 0.06 0.14 0.02 0.04 0.07 0.21 0.02 0.06 0.04 0.14 0.01 0.02 0.06 0.22 0.02 0.05 0.04 0.12 0 0.03 0.04 0.1 0 0.03 0.03 0.14 0 0.02 0.03 0.14 0 0.02 0.05 0.15 0.01 0.03 0.05 0.13 0.01 0.03
