test model relativeRisk haplotypeLength recFrac Training_mTDT2G_cv2_useDistances_01 Training_mTDT2G_cv2_useDistances_05 Training_mTDT2G_cv2_useDistances_001 Training_mTDT2G_cv2_useDistances_005 Training_ScoreTDT_01 Training_ScoreTDT_05 Training_ScoreTDT_001 Training_ScoreTDT_005 Training_mTDT_01 Training_mTDT_05 Training_mTDT_001 Training_mTDT_005 Training_mTDT2G_cv5_useDistances_01 Training_mTDT2G_cv5_useDistances_05 Training_mTDT2G_cv5_useDistances_001 Training_mTDT2G_cv5_useDistances_005 
PowerOneLocus Additive 1.2 1 0.0000000 0.25 0.31 0.18 0.25 0.25 0.35 0.21 0.24 0.25 0.35 0.21 0.24 0.21 0.3 0.15 0.18
PowerOneLocus Additive 1.2 1 0.0000500 0.12 0.2 0.04 0.09 0.14 0.22 0.05 0.11 0.14 0.22 0.05 0.11 0.07 0.14 0.05 0.05
PowerOneLocus Additive 1.2 1 0.0001000 0.03 0.07 0.01 0.03 0.05 0.09 0.03 0.05 0.05 0.09 0.03 0.05 0.03 0.04 0.01 0.03
PowerOneLocus Additive 1.2 1 0.0001500 0.05 0.09 0.01 0.03 0.04 0.07 0.01 0.02 0.04 0.07 0.01 0.02 0.03 0.08 0.01 0.02
PowerOneLocus Additive 1.2 1 0.0002000 0.08 0.11 0.03 0.06 0.08 0.15 0.04 0.07 0.08 0.15 0.04 0.07 0.05 0.1 0.02 0.03
PowerOneLocus Additive 1.6 1 0.0000000 0.26 0.36 0.21 0.23 0.32 0.38 0.22 0.26 0.32 0.38 0.22 0.26 0.21 0.3 0.17 0.2
PowerOneLocus Additive 1.6 1 0.0000500 0.12 0.2 0.07 0.1 0.13 0.21 0.09 0.13 0.13 0.21 0.09 0.13 0.07 0.15 0.05 0.06
PowerOneLocus Additive 1.6 1 0.0001000 0.04 0.1 0.03 0.03 0.06 0.1 0.03 0.05 0.06 0.1 0.03 0.05 0.03 0.09 0.01 0.03
PowerOneLocus Additive 1.6 1 0.0001500 0.04 0.09 0.04 0.04 0.03 0.12 0.02 0.03 0.03 0.12 0.02 0.03 0.05 0.07 0.01 0.03
PowerOneLocus Additive 1.6 1 0.0002000 0.07 0.16 0.03 0.05 0.11 0.16 0.03 0.07 0.11 0.16 0.03 0.07 0.03 0.15 0.02 0.02
PowerOneLocus Additive 2.0 1 0.0000000 0.32 0.39 0.22 0.28 0.35 0.4 0.25 0.3 0.35 0.4 0.25 0.3 0.23 0.32 0.19 0.2
PowerOneLocus Additive 2.0 1 0.0000500 0.13 0.2 0.08 0.12 0.14 0.24 0.1 0.14 0.14 0.24 0.1 0.14 0.1 0.2 0.05 0.08
PowerOneLocus Additive 2.0 1 0.0001000 0.03 0.14 0.03 0.03 0.05 0.14 0.03 0.03 0.05 0.14 0.03 0.03 0.03 0.06 0.03 0.03
PowerOneLocus Additive 2.0 1 0.0001500 0.02 0.09 0.02 0.02 0.06 0.13 0.02 0.04 0.06 0.13 0.02 0.04 0.03 0.07 0.03 0.03
PowerOneLocus Additive 2.0 1 0.0002000 0.08 0.14 0.04 0.05 0.1 0.16 0.04 0.08 0.1 0.16 0.04 0.08 0.05 0.11 0.03 0.05
PowerOneLocus Additive 2.4 1 0.0000000 0.32 0.4 0.24 0.29 0.34 0.45 0.26 0.29 0.34 0.45 0.26 0.29 0.26 0.32 0.19 0.23
PowerOneLocus Additive 2.4 1 0.0000500 0.19 0.25 0.1 0.15 0.21 0.27 0.1 0.17 0.21 0.27 0.1 0.17 0.12 0.2 0.07 0.1
PowerOneLocus Additive 2.4 1 0.0001000 0.05 0.1 0.03 0.03 0.07 0.15 0.03 0.04 0.07 0.15 0.03 0.04 0.04 0.08 0.02 0.03
PowerOneLocus Additive 2.4 1 0.0001500 0.07 0.11 0.04 0.06 0.08 0.13 0.05 0.06 0.08 0.13 0.05 0.06 0.06 0.12 0.03 0.05
PowerOneLocus Additive 2.4 1 0.0002000 0.07 0.19 0.04 0.07 0.1 0.19 0.07 0.08 0.1 0.19 0.07 0.08 0.1 0.16 0.03 0.09
PowerOneLocus Additive 2.6 1 0.0000000 0.32 0.45 0.27 0.3 0.36 0.48 0.27 0.32 0.36 0.48 0.27 0.32 0.27 0.35 0.22 0.24
PowerOneLocus Additive 2.6 1 0.0000500 0.18 0.26 0.11 0.16 0.23 0.26 0.14 0.2 0.23 0.26 0.14 0.2 0.14 0.22 0.09 0.11
PowerOneLocus Additive 2.6 1 0.0001000 0.05 0.15 0.03 0.03 0.08 0.16 0.03 0.05 0.08 0.16 0.03 0.05 0.03 0.07 0.02 0.02
PowerOneLocus Additive 2.6 1 0.0001500 0.06 0.11 0.05 0.06 0.08 0.14 0.06 0.07 0.08 0.14 0.06 0.07 0.05 0.11 0.04 0.04
PowerOneLocus Additive 2.6 1 0.0002000 0.1 0.16 0.05 0.08 0.1 0.2 0.06 0.08 0.1 0.2 0.06 0.08 0.09 0.15 0.03 0.06
PowerOneLocus DomOrDom 1.2 1 0.0000000 0.26 0.34 0.22 0.24 0.28 0.35 0.2 0.25 0.28 0.35 0.2 0.25 0.2 0.25 0.15 0.19
PowerOneLocus DomOrDom 1.2 1 0.0000500 0.1 0.21 0.05 0.08 0.14 0.22 0.05 0.12 0.14 0.22 0.05 0.12 0.05 0.15 0.03 0.05
PowerOneLocus DomOrDom 1.2 1 0.0001000 0.04 0.05 0.01 0.04 0.05 0.1 0.03 0.05 0.05 0.1 0.03 0.05 0.03 0.05 0 0.01
PowerOneLocus DomOrDom 1.2 1 0.0001500 0.03 0.09 0.02 0.02 0.04 0.07 0.01 0.02 0.04 0.07 0.01 0.02 0.03 0.05 0.01 0.03
PowerOneLocus DomOrDom 1.2 1 0.0002000 0.08 0.14 0.02 0.04 0.08 0.14 0.02 0.07 0.08 0.14 0.02 0.07 0.05 0.1 0.02 0.03
PowerOneLocus DomOrDom 1.6 1 0.0000000 0.28 0.39 0.2 0.25 0.33 0.4 0.21 0.3 0.33 0.4 0.21 0.3 0.22 0.33 0.18 0.19
PowerOneLocus DomOrDom 1.6 1 0.0000500 0.13 0.19 0.08 0.08 0.17 0.24 0.08 0.12 0.17 0.24 0.08 0.12 0.09 0.16 0.05 0.09
PowerOneLocus DomOrDom 1.6 1 0.0001000 0.05 0.08 0.02 0.03 0.06 0.12 0.03 0.05 0.06 0.12 0.03 0.05 0.04 0.07 0.02 0.03
PowerOneLocus DomOrDom 1.6 1 0.0001500 0.02 0.1 0.02 0.02 0.03 0.13 0.02 0.02 0.03 0.13 0.02 0.02 0.02 0.03 0.01 0.02
PowerOneLocus DomOrDom 1.6 1 0.0002000 0.08 0.14 0.03 0.04 0.1 0.16 0.04 0.07 0.1 0.16 0.04 0.07 0.04 0.1 0.02 0.03
PowerOneLocus DomOrDom 2.0 1 0.0000000 0.33 0.4 0.24 0.27 0.34 0.43 0.27 0.31 0.34 0.43 0.27 0.31 0.26 0.33 0.2 0.22
PowerOneLocus DomOrDom 2.0 1 0.0000500 0.13 0.27 0.09 0.11 0.17 0.27 0.1 0.13 0.17 0.27 0.1 0.13 0.1 0.17 0.07 0.1
PowerOneLocus DomOrDom 2.0 1 0.0001000 0.03 0.13 0.03 0.03 0.06 0.14 0.03 0.03 0.06 0.14 0.03 0.03 0.04 0.08 0.02 0.04
PowerOneLocus DomOrDom 2.0 1 0.0001500 0.06 0.13 0.05 0.05 0.06 0.13 0.05 0.06 0.06 0.13 0.05 0.06 0.05 0.08 0.03 0.03
PowerOneLocus DomOrDom 2.0 1 0.0002000 0.09 0.16 0.05 0.08 0.1 0.19 0.07 0.07 0.1 0.19 0.07 0.07 0.08 0.15 0.03 0.06
PowerOneLocus DomOrDom 2.4 1 0.0000000 0.33 0.45 0.28 0.3 0.35 0.48 0.29 0.32 0.35 0.48 0.29 0.32 0.3 0.35 0.2 0.26
PowerOneLocus DomOrDom 2.4 1 0.0000500 0.21 0.27 0.11 0.17 0.22 0.28 0.16 0.2 0.22 0.28 0.16 0.2 0.13 0.22 0.08 0.1
PowerOneLocus DomOrDom 2.4 1 0.0001000 0.05 0.1 0.03 0.05 0.07 0.16 0.04 0.05 0.07 0.16 0.04 0.05 0.04 0.08 0.04 0.04
PowerOneLocus DomOrDom 2.4 1 0.0001500 0.07 0.09 0.04 0.05 0.08 0.14 0.05 0.08 0.08 0.14 0.05 0.08 0.04 0.1 0.03 0.04
PowerOneLocus DomOrDom 2.4 1 0.0002000 0.08 0.12 0.05 0.07 0.1 0.17 0.06 0.08 0.1 0.17 0.06 0.08 0.07 0.13 0.04 0.06
PowerOneLocus DomOrDom 2.6 1 0.0000000 0.33 0.45 0.28 0.31 0.37 0.47 0.29 0.32 0.37 0.47 0.29 0.32 0.27 0.36 0.22 0.27
PowerOneLocus DomOrDom 2.6 1 0.0000500 0.2 0.27 0.13 0.19 0.24 0.31 0.17 0.22 0.24 0.31 0.17 0.22 0.19 0.22 0.1 0.15
PowerOneLocus DomOrDom 2.6 1 0.0001000 0.06 0.11 0.03 0.06 0.08 0.15 0.05 0.05 0.08 0.15 0.05 0.05 0.04 0.07 0.03 0.04
PowerOneLocus DomOrDom 2.6 1 0.0001500 0.08 0.13 0.04 0.06 0.1 0.15 0.05 0.08 0.1 0.15 0.05 0.08 0.06 0.12 0.05 0.05
PowerOneLocus DomOrDom 2.6 1 0.0002000 0.1 0.15 0.05 0.07 0.1 0.18 0.06 0.08 0.1 0.18 0.06 0.08 0.07 0.11 0.05 0.06
PowerOneLocus RecOrRec 1.2 1 0.0000000 0.24 0.3 0.18 0.24 0.24 0.32 0.22 0.24 0.24 0.32 0.22 0.24 0.22 0.27 0.16 0.2
PowerOneLocus RecOrRec 1.2 1 0.0000500 0.1 0.19 0.03 0.07 0.14 0.22 0.06 0.12 0.14 0.22 0.06 0.12 0.06 0.16 0.02 0.03
PowerOneLocus RecOrRec 1.2 1 0.0001000 0.05 0.12 0.02 0.04 0.05 0.11 0.03 0.04 0.05 0.11 0.03 0.04 0.03 0.07 0.01 0.02
PowerOneLocus RecOrRec 1.2 1 0.0001500 0.03 0.08 0.01 0.03 0.04 0.07 0.01 0.03 0.04 0.07 0.01 0.03 0.02 0.07 0 0.01
PowerOneLocus RecOrRec 1.2 1 0.0002000 0.05 0.11 0.03 0.03 0.08 0.15 0.03 0.06 0.08 0.15 0.03 0.06 0.04 0.1 0.03 0.03
PowerOneLocus RecOrRec 1.6 1 0.0000000 0.26 0.39 0.18 0.24 0.29 0.36 0.22 0.25 0.29 0.36 0.22 0.25 0.2 0.31 0.15 0.19
PowerOneLocus RecOrRec 1.6 1 0.0000500 0.12 0.17 0.05 0.09 0.13 0.24 0.07 0.12 0.13 0.24 0.07 0.12 0.05 0.16 0.04 0.05
PowerOneLocus RecOrRec 1.6 1 0.0001000 0.05 0.07 0.01 0.03 0.05 0.1 0.03 0.04 0.05 0.1 0.03 0.04 0.02 0.06 0 0
PowerOneLocus RecOrRec 1.6 1 0.0001500 0.06 0.08 0.01 0.05 0.04 0.08 0.02 0.02 0.04 0.08 0.02 0.02 0.04 0.1 0.01 0.02
PowerOneLocus RecOrRec 1.6 1 0.0002000 0.08 0.16 0.02 0.04 0.1 0.13 0.03 0.09 0.1 0.13 0.03 0.09 0.05 0.1 0.02 0.03
PowerOneLocus RecOrRec 2.0 1 0.0000000 0.27 0.41 0.22 0.25 0.29 0.42 0.22 0.26 0.29 0.42 0.22 0.26 0.23 0.33 0.18 0.22
PowerOneLocus RecOrRec 2.0 1 0.0000500 0.12 0.22 0.07 0.11 0.15 0.21 0.1 0.13 0.15 0.21 0.1 0.13 0.1 0.16 0.03 0.09
PowerOneLocus RecOrRec 2.0 1 0.0001000 0.03 0.06 0.02 0.03 0.04 0.1 0.03 0.03 0.04 0.1 0.03 0.03 0.02 0.05 0.01 0.02
PowerOneLocus RecOrRec 2.0 1 0.0001500 0.04 0.12 0.02 0.02 0.04 0.13 0.02 0.03 0.04 0.13 0.02 0.03 0.04 0.07 0.02 0.02
PowerOneLocus RecOrRec 2.0 1 0.0002000 0.06 0.15 0.03 0.05 0.11 0.17 0.03 0.05 0.11 0.17 0.03 0.05 0.06 0.12 0.03 0.04
PowerOneLocus RecOrRec 2.4 1 0.0000000 0.28 0.38 0.22 0.27 0.34 0.43 0.23 0.3 0.34 0.43 0.23 0.3 0.22 0.3 0.19 0.21
PowerOneLocus RecOrRec 2.4 1 0.0000500 0.15 0.24 0.09 0.13 0.17 0.25 0.1 0.15 0.17 0.25 0.1 0.15 0.1 0.16 0.05 0.09
PowerOneLocus RecOrRec 2.4 1 0.0001000 0.04 0.1 0.03 0.04 0.05 0.11 0.03 0.03 0.05 0.11 0.03 0.03 0.05 0.1 0.02 0.04
PowerOneLocus RecOrRec 2.4 1 0.0001500 0.03 0.1 0.03 0.03 0.04 0.15 0.02 0.02 0.04 0.15 0.02 0.02 0.03 0.06 0.02 0.02
PowerOneLocus RecOrRec 2.4 1 0.0002000 0.1 0.16 0.03 0.08 0.1 0.16 0.04 0.08 0.1 0.16 0.04 0.08 0.08 0.13 0.05 0.06
PowerOneLocus RecOrRec 2.6 1 0.0000000 0.28 0.43 0.22 0.26 0.34 0.43 0.25 0.29 0.34 0.43 0.25 0.29 0.23 0.32 0.19 0.23
PowerOneLocus RecOrRec 2.6 1 0.0000500 0.13 0.2 0.08 0.1 0.17 0.27 0.1 0.14 0.17 0.27 0.1 0.14 0.11 0.19 0.06 0.09
PowerOneLocus RecOrRec 2.6 1 0.0001000 0.04 0.1 0.03 0.04 0.06 0.13 0.03 0.03 0.06 0.13 0.03 0.03 0.04 0.07 0.02 0.03
PowerOneLocus RecOrRec 2.6 1 0.0001500 0.03 0.11 0.02 0.02 0.06 0.12 0.02 0.04 0.06 0.12 0.02 0.04 0.03 0.06 0.02 0.02
PowerOneLocus RecOrRec 2.6 1 0.0002000 0.09 0.15 0.05 0.08 0.09 0.17 0.05 0.08 0.09 0.17 0.05 0.08 0.07 0.13 0.05 0.05
PowerOneLocus Additive 1.2 2 0.0000000 0.3 0.37 0.24 0.28 0.32 0.44 0.26 0.28 0.33 0.46 0.27 0.32 0.27 0.37 0.17 0.24
PowerOneLocus Additive 1.2 2 0.0000500 0.16 0.2 0.07 0.13 0.17 0.26 0.1 0.15 0.17 0.26 0.12 0.16 0.1 0.16 0.08 0.08
PowerOneLocus Additive 1.2 2 0.0001000 0.05 0.07 0.01 0.05 0.07 0.1 0.03 0.06 0.07 0.11 0.04 0.07 0.03 0.1 0.01 0.03
PowerOneLocus Additive 1.2 2 0.0001500 0.04 0.07 0.02 0.02 0.02 0.1 0.01 0.02 0.05 0.11 0.01 0.03 0.02 0.07 0.01 0.01
PowerOneLocus Additive 1.2 2 0.0002000 0.04 0.12 0.02 0.03 0.08 0.12 0.03 0.06 0.09 0.16 0.04 0.08 0.04 0.09 0.02 0.02
PowerOneLocus Additive 1.6 2 0.0000000 0.33 0.43 0.26 0.29 0.38 0.51 0.28 0.32 0.41 0.51 0.29 0.36 0.28 0.41 0.22 0.26
PowerOneLocus Additive 1.6 2 0.0000500 0.17 0.24 0.11 0.16 0.19 0.26 0.14 0.18 0.19 0.26 0.16 0.19 0.11 0.2 0.07 0.1
PowerOneLocus Additive 1.6 2 0.0001000 0.05 0.14 0.02 0.04 0.08 0.13 0.05 0.07 0.09 0.14 0.06 0.07 0.04 0.12 0.02 0.04
PowerOneLocus Additive 1.6 2 0.0001500 0.04 0.09 0.03 0.03 0.06 0.14 0.02 0.04 0.05 0.13 0.03 0.03 0.04 0.06 0 0.02
PowerOneLocus Additive 1.6 2 0.0002000 0.08 0.17 0.04 0.06 0.09 0.16 0.03 0.06 0.1 0.18 0.05 0.06 0.05 0.14 0.02 0.02
PowerOneLocus Additive 2.0 2 0.0000000 0.39 0.49 0.29 0.36 0.44 0.53 0.31 0.42 0.48 0.54 0.37 0.45 0.31 0.39 0.25 0.28
PowerOneLocus Additive 2.0 2 0.0000500 0.2 0.25 0.16 0.17 0.21 0.29 0.17 0.18 0.2 0.33 0.17 0.19 0.18 0.26 0.1 0.14
PowerOneLocus Additive 2.0 2 0.0001000 0.06 0.13 0.03 0.06 0.08 0.17 0.04 0.08 0.09 0.17 0.06 0.08 0.08 0.1 0.07 0.07
PowerOneLocus Additive 2.0 2 0.0001500 0.03 0.11 0.01 0.02 0.05 0.14 0.02 0.04 0.08 0.18 0.03 0.04 0.02 0.05 0.01 0.02
PowerOneLocus Additive 2.0 2 0.0002000 0.07 0.18 0.03 0.05 0.11 0.22 0.04 0.09 0.11 0.19 0.05 0.09 0.05 0.1 0.03 0.04
PowerOneLocus Additive 2.4 2 0.0000000 0.42 0.54 0.34 0.39 0.45 0.59 0.36 0.42 0.49 0.59 0.41 0.45 0.36 0.44 0.27 0.33
PowerOneLocus Additive 2.4 2 0.0000500 0.21 0.32 0.18 0.2 0.24 0.36 0.18 0.21 0.24 0.37 0.2 0.23 0.2 0.24 0.14 0.18
PowerOneLocus Additive 2.4 2 0.0001000 0.06 0.12 0.04 0.06 0.08 0.15 0.06 0.07 0.1 0.18 0.07 0.08 0.06 0.13 0.05 0.05
PowerOneLocus Additive 2.4 2 0.0001500 0.07 0.11 0.02 0.04 0.1 0.16 0.04 0.09 0.11 0.17 0.04 0.1 0.04 0.11 0.02 0.04
PowerOneLocus Additive 2.4 2 0.0002000 0.1 0.24 0.04 0.09 0.12 0.25 0.05 0.11 0.15 0.22 0.05 0.11 0.09 0.18 0.03 0.07
PowerOneLocus Additive 2.6 2 0.0000000 0.45 0.56 0.34 0.43 0.45 0.59 0.38 0.43 0.49 0.61 0.43 0.48 0.38 0.52 0.31 0.34
PowerOneLocus Additive 2.6 2 0.0000500 0.25 0.33 0.17 0.23 0.27 0.38 0.17 0.24 0.29 0.4 0.21 0.26 0.21 0.28 0.16 0.18
PowerOneLocus Additive 2.6 2 0.0001000 0.05 0.14 0.04 0.04 0.1 0.17 0.06 0.07 0.13 0.19 0.07 0.09 0.06 0.15 0.05 0.06
PowerOneLocus Additive 2.6 2 0.0001500 0.07 0.19 0.03 0.06 0.1 0.18 0.05 0.09 0.11 0.2 0.06 0.1 0.05 0.14 0.03 0.04
PowerOneLocus Additive 2.6 2 0.0002000 0.09 0.19 0.05 0.07 0.12 0.22 0.05 0.11 0.14 0.21 0.08 0.11 0.09 0.13 0.03 0.06
PowerOneLocus DomOrDom 1.2 2 0.0000000 0.32 0.39 0.24 0.29 0.34 0.48 0.26 0.3 0.38 0.5 0.26 0.34 0.26 0.34 0.19 0.25
PowerOneLocus DomOrDom 1.2 2 0.0000500 0.15 0.22 0.07 0.12 0.17 0.27 0.1 0.15 0.19 0.28 0.13 0.16 0.08 0.21 0.06 0.08
PowerOneLocus DomOrDom 1.2 2 0.0001000 0.05 0.11 0.01 0.04 0.06 0.12 0.03 0.05 0.07 0.11 0.06 0.07 0.04 0.1 0 0.03
PowerOneLocus DomOrDom 1.2 2 0.0001500 0.03 0.07 0.02 0.03 0.04 0.1 0.01 0.02 0.05 0.12 0.01 0.03 0.01 0.07 0 0.01
PowerOneLocus DomOrDom 1.2 2 0.0002000 0.05 0.14 0.02 0.02 0.08 0.14 0.03 0.05 0.09 0.14 0.02 0.08 0.03 0.13 0.02 0.02
PowerOneLocus DomOrDom 1.6 2 0.0000000 0.34 0.51 0.26 0.33 0.42 0.53 0.26 0.36 0.44 0.54 0.32 0.4 0.28 0.4 0.23 0.27
PowerOneLocus DomOrDom 1.6 2 0.0000500 0.21 0.3 0.13 0.15 0.19 0.28 0.17 0.18 0.2 0.3 0.17 0.19 0.16 0.22 0.09 0.16
PowerOneLocus DomOrDom 1.6 2 0.0001000 0.07 0.12 0.03 0.05 0.09 0.13 0.04 0.08 0.1 0.17 0.06 0.09 0.04 0.14 0.02 0.02
PowerOneLocus DomOrDom 1.6 2 0.0001500 0.02 0.08 0.01 0.01 0.04 0.14 0.02 0.04 0.06 0.15 0.02 0.04 0.01 0.05 0 0.01
PowerOneLocus DomOrDom 1.6 2 0.0002000 0.06 0.15 0.03 0.04 0.09 0.17 0.04 0.07 0.08 0.21 0.05 0.07 0.05 0.12 0.02 0.03
PowerOneLocus DomOrDom 2.0 2 0.0000000 0.43 0.5 0.33 0.38 0.48 0.55 0.34 0.41 0.5 0.56 0.4 0.47 0.35 0.52 0.25 0.33
PowerOneLocus DomOrDom 2.0 2 0.0000500 0.2 0.28 0.16 0.18 0.21 0.36 0.17 0.19 0.24 0.35 0.18 0.2 0.16 0.22 0.12 0.16
PowerOneLocus DomOrDom 2.0 2 0.0001000 0.07 0.14 0.06 0.07 0.07 0.17 0.06 0.07 0.09 0.19 0.06 0.07 0.1 0.15 0.05 0.09
PowerOneLocus DomOrDom 2.0 2 0.0001500 0.04 0.16 0.02 0.02 0.09 0.19 0.04 0.08 0.11 0.19 0.05 0.07 0.04 0.06 0.02 0.02
PowerOneLocus DomOrDom 2.0 2 0.0002000 0.1 0.14 0.04 0.09 0.12 0.23 0.05 0.11 0.12 0.21 0.06 0.09 0.05 0.16 0.03 0.05
PowerOneLocus DomOrDom 2.4 2 0.0000000 0.44 0.56 0.38 0.43 0.44 0.61 0.4 0.44 0.5 0.61 0.43 0.46 0.4 0.46 0.3 0.36
PowerOneLocus DomOrDom 2.4 2 0.0000500 0.26 0.32 0.18 0.23 0.29 0.36 0.18 0.24 0.29 0.39 0.21 0.26 0.19 0.28 0.14 0.16
PowerOneLocus DomOrDom 2.4 2 0.0001000 0.1 0.13 0.05 0.07 0.08 0.17 0.06 0.08 0.11 0.17 0.06 0.1 0.08 0.14 0.06 0.07
PowerOneLocus DomOrDom 2.4 2 0.0001500 0.09 0.15 0.02 0.08 0.09 0.17 0.05 0.09 0.13 0.2 0.06 0.08 0.06 0.15 0.01 0.04
PowerOneLocus DomOrDom 2.4 2 0.0002000 0.08 0.19 0.04 0.07 0.13 0.24 0.06 0.11 0.15 0.22 0.08 0.11 0.06 0.17 0.04 0.06
PowerOneLocus DomOrDom 2.6 2 0.0000000 0.48 0.58 0.4 0.44 0.5 0.6 0.42 0.44 0.55 0.6 0.43 0.5 0.45 0.52 0.34 0.42
PowerOneLocus DomOrDom 2.6 2 0.0000500 0.24 0.37 0.21 0.22 0.29 0.38 0.21 0.25 0.31 0.38 0.23 0.29 0.24 0.29 0.15 0.19
PowerOneLocus DomOrDom 2.6 2 0.0001000 0.1 0.2 0.06 0.08 0.09 0.2 0.05 0.09 0.12 0.18 0.08 0.1 0.08 0.15 0.05 0.06
PowerOneLocus DomOrDom 2.6 2 0.0001500 0.08 0.18 0.02 0.06 0.12 0.19 0.05 0.08 0.14 0.21 0.06 0.09 0.07 0.14 0.03 0.05
PowerOneLocus DomOrDom 2.6 2 0.0002000 0.1 0.18 0.05 0.09 0.12 0.25 0.07 0.1 0.14 0.24 0.06 0.12 0.06 0.13 0.04 0.05
PowerOneLocus RecOrRec 1.2 2 0.0000000 0.32 0.38 0.22 0.28 0.33 0.42 0.26 0.3 0.34 0.46 0.28 0.33 0.29 0.37 0.21 0.28
PowerOneLocus RecOrRec 1.2 2 0.0000500 0.17 0.24 0.07 0.14 0.16 0.26 0.08 0.14 0.17 0.27 0.14 0.16 0.09 0.22 0.06 0.07
PowerOneLocus RecOrRec 1.2 2 0.0001000 0.05 0.1 0.03 0.05 0.06 0.11 0.03 0.05 0.07 0.11 0.04 0.06 0.04 0.1 0 0.03
PowerOneLocus RecOrRec 1.2 2 0.0001500 0.03 0.04 0.01 0.02 0.02 0.09 0 0.01 0.02 0.12 0 0.01 0.01 0.08 0 0.01
PowerOneLocus RecOrRec 1.2 2 0.0002000 0.04 0.12 0.03 0.04 0.07 0.14 0.03 0.05 0.08 0.15 0.04 0.06 0.03 0.1 0.02 0.03
PowerOneLocus RecOrRec 1.6 2 0.0000000 0.33 0.48 0.26 0.28 0.35 0.5 0.27 0.32 0.39 0.53 0.28 0.35 0.27 0.42 0.2 0.27
PowerOneLocus RecOrRec 1.6 2 0.0000500 0.14 0.25 0.09 0.12 0.18 0.27 0.11 0.15 0.2 0.28 0.13 0.18 0.11 0.19 0.08 0.09
PowerOneLocus RecOrRec 1.6 2 0.0001000 0.09 0.13 0.03 0.07 0.06 0.1 0.03 0.05 0.08 0.12 0.05 0.06 0.02 0.11 0 0
PowerOneLocus RecOrRec 1.6 2 0.0001500 0.06 0.12 0.01 0.05 0.05 0.1 0.01 0.02 0.04 0.12 0.02 0.04 0.03 0.04 0 0.02
PowerOneLocus RecOrRec 1.6 2 0.0002000 0.06 0.18 0.02 0.02 0.09 0.15 0.03 0.06 0.09 0.16 0.03 0.08 0.04 0.08 0.02 0.03
PowerOneLocus RecOrRec 2.0 2 0.0000000 0.34 0.47 0.27 0.32 0.4 0.5 0.28 0.35 0.44 0.55 0.28 0.39 0.29 0.4 0.22 0.26
PowerOneLocus RecOrRec 2.0 2 0.0000500 0.18 0.25 0.12 0.16 0.19 0.25 0.14 0.17 0.2 0.28 0.16 0.19 0.16 0.21 0.06 0.13
PowerOneLocus RecOrRec 2.0 2 0.0001000 0.06 0.11 0.03 0.05 0.08 0.11 0.04 0.06 0.09 0.15 0.05 0.09 0.05 0.11 0.03 0.04
PowerOneLocus RecOrRec 2.0 2 0.0001500 0.04 0.12 0.02 0.03 0.06 0.15 0.02 0.05 0.06 0.15 0.03 0.05 0.03 0.07 0.01 0.03
PowerOneLocus RecOrRec 2.0 2 0.0002000 0.06 0.15 0.03 0.03 0.08 0.18 0.03 0.07 0.1 0.2 0.05 0.08 0.06 0.12 0.02 0.04
PowerOneLocus RecOrRec 2.4 2 0.0000000 0.39 0.49 0.26 0.34 0.44 0.53 0.32 0.39 0.47 0.56 0.35 0.42 0.31 0.42 0.25 0.29
PowerOneLocus RecOrRec 2.4 2 0.0000500 0.21 0.28 0.15 0.2 0.23 0.27 0.16 0.18 0.21 0.31 0.18 0.2 0.16 0.22 0.11 0.14
PowerOneLocus RecOrRec 2.4 2 0.0001000 0.06 0.1 0.04 0.06 0.08 0.14 0.04 0.07 0.09 0.15 0.07 0.08 0.07 0.14 0.02 0.06
PowerOneLocus RecOrRec 2.4 2 0.0001500 0.05 0.12 0.02 0.04 0.05 0.16 0.02 0.05 0.08 0.15 0.03 0.05 0.03 0.1 0.01 0.02
PowerOneLocus RecOrRec 2.4 2 0.0002000 0.08 0.19 0.03 0.06 0.12 0.21 0.04 0.07 0.1 0.19 0.05 0.09 0.1 0.14 0.04 0.07
PowerOneLocus RecOrRec 2.6 2 0.0000000 0.39 0.51 0.27 0.34 0.46 0.56 0.33 0.4 0.47 0.55 0.36 0.45 0.35 0.46 0.25 0.32
PowerOneLocus RecOrRec 2.6 2 0.0000500 0.21 0.29 0.14 0.2 0.21 0.31 0.17 0.19 0.25 0.34 0.18 0.2 0.18 0.24 0.12 0.15
PowerOneLocus RecOrRec 2.6 2 0.0001000 0.06 0.13 0.04 0.06 0.07 0.15 0.05 0.07 0.09 0.17 0.07 0.07 0.08 0.1 0.05 0.06
PowerOneLocus RecOrRec 2.6 2 0.0001500 0.04 0.12 0.02 0.02 0.06 0.16 0.02 0.05 0.1 0.16 0.03 0.07 0.03 0.08 0.01 0.03
PowerOneLocus RecOrRec 2.6 2 0.0002000 0.1 0.17 0.03 0.09 0.12 0.19 0.06 0.08 0.11 0.21 0.06 0.09 0.06 0.15 0.04 0.06
PowerOneLocus Additive 1.2 4 0.0000000 0.42 0.5 0.32 0.4 0.45 0.52 0.35 0.44 0.49 0.57 0.41 0.47 0.37 0.48 0.28 0.35
PowerOneLocus Additive 1.2 4 0.0000500 0.15 0.25 0.08 0.11 0.18 0.3 0.1 0.15 0.23 0.34 0.13 0.19 0.1 0.17 0.07 0.07
